Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM	Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
FBgn0040723	CG5011	chr2L	+	1200671	1201220	0.0	0.0	0.0	FBgn0040723	CG5011	chr2L	+	1200671	1201220	0.000000	0.000000	0.000000
FBgn0031324	CG14342	chr2L	+	1204215	1205250	0.0	0.0	0.0	FBgn0031324	CG14342	chr2L	+	1204215	1205250	0.000000	0.000000	0.000000
FBgn0259229	CG42329	chr2L	+	1219293	1229802	0.000000	0.000000	0.000000	FBgn0259229	CG42329	chr2L	+	1219293	1229802	0.000000	0.000000	0.000000
FBgn0031327	CG5397	chr2L	+	1240036	1243018	0.777127	11.310853	19.287880	FBgn0031327	CG5397	chr2L	+	1240036	1243018	1.543920	26.874794	43.135715
FBgn0266203	lncRNA:CR44898	chr2L	-	1380083	1381326	0.148714	2.164488	3.691003	FBgn0266203	lncRNA:CR44898	chr2L	-	1380083	1381326	0.178457	2.760725	4.431136
FBgn0002543	robo2	chr2L	-	1380086	1420453	0.505479	7.357096	12.545720	FBgn0002543	robo2	chr2L	-	1380086	1420453	0.802127	12.408882	19.917030
FBgn0266202	asRNA:CR44897	chr2L	+	1381211	1382796	0.138714	2.018941	3.442808	FBgn0266202	asRNA:CR44897	chr2L	+	1381211	1382796	0.628625	9.724827	15.608953
FBgn0003926	snRNA:U3	chr2L	+	1432711	1432921	0.0	0.0	0.0	FBgn0003926	snRNA:U3	chr2L	+	1432711	1432921	0.350711	5.425489	8.708249
FBgn0051661	CG31661	chr2L	+	1497243	1498583	0.0	0.0	0.0	FBgn0051661	CG31661	chr2L	+	1497243	1498583	0.027591	0.426832	0.685092
FBgn0031343	CG18131	chr2L	-	1498455	1500608	0.0	0.0	0.0	FBgn0031343	CG18131	chr2L	-	1498455	1500608	0.046499	0.719338	1.154583
FBgn0031344	CG7420	chr2L	-	1500784	1502904	0.841905	12.253677	20.895636	FBgn0031344	CG7420	chr2L	-	1500784	1502904	0.537778	8.319411	13.353173
FBgn0264873	asRNA:CR44064	chr2L	+	1500830	1504204	0.031732	0.461850	0.787571	FBgn0264873	asRNA:CR44064	chr2L	+	1500830	1504204	0.031732	0.490893	0.787914
FBgn0261509	haf	chr2L	+	1555129	1609389	0.037993	0.552977	0.942966	FBgn0261509	haf	chr2L	+	1555129	1609389	0.020981	0.324575	0.520964
FBgn0031347	CG10869	chr2L	-	1584866	1587155	0.033229	0.483638	0.824726	FBgn0031347	CG10869	chr2L	-	1584866	1587155	0.000000	0.000000	0.000000
FBgn0051935	CG31935	chr2L	-	1594822	1611157	0.477436	6.948939	11.849709	FBgn0051935	CG31935	chr2L	-	1594822	1611157	0.433617	6.708043	10.766828
FBgn0031351	CG14352	chr2L	+	1611410	1612576	0.287379	4.182716	7.132595	FBgn0031351	CG14352	chr2L	+	1611410	1612576	0.354369	5.482079	8.799078
FBgn0021906	RFeSP	chr2L	-	1612429	1614160	8.603757	148.357071	252.986557	FBgn0021906	RFeSP	chr2L	-	1612429	1614160	9.203936	186.634308	299.559723
FBgn0267259	lncRNA:CR45695	chr2L	-	1646932	1647163	0.0	0.0	0.0	FBgn0267259	lncRNA:CR45695	chr2L	-	1646932	1647163	0.159483	2.467198	3.960006
FBgn0086758	chinmo	chr2L	+	1651258	1704682	1.702715	61.314247	104.556389	FBgn0086758	chinmo	chr2L	+	1651258	1704682	1.088239	16.835028	27.021269
FBgn0011570	cpb	chr2L	+	1704902	1706962	6.010758	112.148453	191.241638	FBgn0011570	cpb	chr2L	+	1704902	1706962	4.227384	83.499939	134.022598
FBgn0031356	CG17660	chr2L	-	1707132	1710421	2.018980	29.385653	50.110016	FBgn0031356	CG17660	chr2L	-	1707132	1710421	2.119731	32.792179	52.633495
FBgn0266311	asRNA:CR44976	chr2L	+	1708452	1709244	0.683286	9.945024	16.958797	FBgn0266311	asRNA:CR44976	chr2L	+	1708452	1709244	0.829620	12.834199	20.599689
FBgn0031357	mRpL48	chr2L	+	1710462	1711465	1.631646	24.429792	41.659012	FBgn0031357	mRpL48	chr2L	+	1710462	1711465	1.525322	23.596689	37.874157
FBgn0086698	frtz	chr2L	-	1711302	1715851	0.469235	6.829576	11.646164	FBgn0086698	frtz	chr2L	-	1711302	1715851	0.383211	5.928263	9.515233
FBgn0031359	Rim2	chr2L	-	1716244	1724388	1.391808	20.257351	34.543938	FBgn0031359	Rim2	chr2L	-	1716244	1724388	0.776169	12.007314	19.272486
FBgn0000579	Eno	chr2L	-	1724768	1729636	9.465304	234.651993	400.141357	FBgn0000579	Eno	chr2L	-	1724768	1729636	13.432759	439.528778	705.471069
FBgn0260648	Rrp40	chr2L	+	1728732	1729762	0.897187	13.058290	22.267706	FBgn0260648	Rrp40	chr2L	+	1728732	1729762	1.398642	21.636951	34.728661
FBgn0031360	CG31937	chr2L	+	1729887	1731070	1.934122	28.150570	48.003883	FBgn0031360	CG31937	chr2L	+	1729887	1731070	2.493243	38.570400	61.907898
FBgn0031361	CG17652	chr2L	-	1731033	1732356	0.260434	3.790539	6.463834	FBgn0031361	CG17652	chr2L	-	1731033	1732356	0.153589	2.376018	3.813656
FBgn0264494	CG17646	chr2L	+	1732524	1750612	0.174499	2.539781	4.330973	FBgn0264494	CG17646	chr2L	+	1732524	1750612	0.127642	1.974618	3.169386
FBgn0027597	CG17712	chr2L	-	1750687	1752122	0.942201	13.713455	23.384930	FBgn0027597	CG17712	chr2L	-	1750687	1752122	1.231894	19.057367	30.588261
FBgn0051663	CG31663	chr2L	-	1858609	1881480	0.0	0.0	0.0	FBgn0051663	CG31663	chr2L	-	1858609	1881480	0.019236	0.297580	0.477635
FBgn0031372	CG7295	chr2L	+	1869803	1871032	0.0	0.0	0.0	FBgn0031372	CG7295	chr2L	+	1869803	1871032	0.000000	0.000000	0.000000
FBgn0264884	lncRNA:CR44075	chr2L	+	1872693	1873511	0.0	0.0	0.0	FBgn0264884	lncRNA:CR44075	chr2L	+	1872693	1873511	0.000000	0.000000	0.000000
FBgn0031374	Wdr62	chr2L	+	1884622	1944289	0.446464	6.498150	11.081000	FBgn0031374	Wdr62	chr2L	+	1884622	1944289	0.178196	2.756687	4.424655
FBgn0011859	tRNA:Gly-GCC-1-1	chr2L	-	1938089	1938159	0.000000	0.000000	0.000000	FBgn0011859	tRNA:Gly-GCC-1-1	chr2L	-	1938089	1938159	0.000000	0.000000	0.000000
FBgn0267972	Der-1	chr2L	+	1973957	1975413	3.794047	63.088211	107.581459	FBgn0267972	Der-1	chr2L	+	1973957	1975413	4.294449	75.899559	121.823517
FBgn0031377	CG15356	chr2L	-	1975463	1980755	0.888916	12.937908	22.062424	FBgn0031377	CG15356	chr2L	-	1975463	1980755	0.871099	13.475878	21.629623
FBgn0031378	CG15362	chr2L	+	1981176	1982099	0.633456	9.219764	15.722043	FBgn0031378	CG15362	chr2L	+	1981176	1982099	0.405904	6.279324	10.078706
FBgn0031379	CG7289	chr2L	+	1982217	1984514	2.167136	31.542019	53.787170	FBgn0031379	CG7289	chr2L	+	1982217	1984514	2.716901	42.030388	67.461388
FBgn0001125	Got2	chr2L	-	1984512	1987758	6.695502	107.288940	182.954941	FBgn0001125	Got2	chr2L	-	1984512	1987758	5.392734	91.847435	147.420868
FBgn0031381	Npc2a	chr2L	+	1988290	1988940	22.603687	328.989960	561.011597	FBgn0031381	Npc2a	chr2L	+	1988290	1988940	30.499231	471.822296	757.304199
FBgn0262148	lncRNA:CR42874	chr2L	+	1989450	1990894	0.051674	0.752100	1.282521	FBgn0262148	lncRNA:CR42874	chr2L	+	1989450	1990894	0.053857	0.833166	1.337284
FBgn0031384	CG4238	chr2L	+	2009859	2030788	0.019404	0.282419	0.481597	FBgn0031384	CG4238	chr2L	+	2009859	2030788	0.044420	0.687176	1.102961
FBgn0051939	tRNA:Gln-CTG-2-4	chr2L	-	2010646	2010717	0.000000	0.000000	0.000000	FBgn0051939	tRNA:Gln-CTG-2-4	chr2L	-	2010646	2010717	0.000000	0.000000	0.000000
FBgn0051940	tRNA:Gln-CTG-3-1	chr2L	-	2010869	2010940	0.000000	0.000000	0.000000	FBgn0051940	tRNA:Gln-CTG-3-1	chr2L	-	2010869	2010940	0.000000	0.000000	0.000000
FBgn0051669	tRNA:Gln-CTG-2-5	chr2L	-	2013179	2013250	0.000000	0.000000	0.000000	FBgn0051669	tRNA:Gln-CTG-2-5	chr2L	-	2013179	2013250	0.000000	0.000000	0.000000
FBgn0286732	snoRNA:Or-CD14	chr2L	-	2014449	2014575	0.000000	0.000000	0.000000	FBgn0286732	snoRNA:Or-CD14	chr2L	-	2014449	2014575	0.000000	0.000000	0.000000
FBgn0259192	CG42296	chr2L	-	2032519	2036041	0.0	0.0	0.0	FBgn0259192	CG42296	chr2L	-	2032519	2036041	0.000000	0.000000	0.000000
FBgn0259230	lectin-22C	chr2L	-	2036409	2037265	0.0	0.0	0.0	FBgn0259230	lectin-22C	chr2L	-	2036409	2037265	0.000000	0.000000	0.000000
FBgn0003557	Su(dx)	chr2L	+	2037714	2044372	2.538577	36.948235	63.006138	FBgn0003557	Su(dx)	chr2L	+	2037714	2044372	1.735783	26.852516	43.099960
FBgn0028952	Kebab	chr2L	+	2045494	2048054	0.128571	1.871313	3.191064	FBgn0028952	Kebab	chr2L	+	2045494	2048054	0.131696	2.037333	3.270047
FBgn0053516	dpr3	chr2L	-	2058790	2109878	1.025949	14.932382	25.463511	FBgn0053516	dpr3	chr2L	-	2058790	2109878	0.773418	11.964755	19.204178
FBgn0031388	CG12674	chr2L	+	2079919	2081286	0.030353	0.441779	0.753345	FBgn0031388	CG12674	chr2L	+	2079919	2081286	0.000000	0.000000	0.000000
FBgn0266043	lncRNA:CR44808	chr2L	+	2082031	2082347	0.000000	0.000000	0.000000	FBgn0266043	lncRNA:CR44808	chr2L	+	2082031	2082347	0.000000	0.000000	0.000000
FBgn0264864	lncRNA:CR44055	chr2L	+	2083362	2084419	0.000000	0.000000	0.000000	FBgn0264864	lncRNA:CR44055	chr2L	+	2083362	2084419	0.000000	0.000000	0.000000
FBgn0031389	CG4259	chr2L	-	2127309	2129237	5.279058	91.311722	155.709717	FBgn0031389	CG4259	chr2L	-	2127309	2129237	4.027852	85.510971	137.250443
FBgn0004507	GlyP	chr2L	+	2130813	2137296	1.693702	24.651329	42.036789	FBgn0004507	GlyP	chr2L	+	2130813	2137296	3.656807	56.570702	90.799507
FBgn0031390	tho2	chr2L	-	2137350	2145187	2.172465	31.619583	53.919430	FBgn0031390	tho2	chr2L	-	2137350	2145187	2.009808	31.091675	49.904079
FBgn0031391	CG11723	chr2L	-	2145297	2147275	0.464604	6.762173	11.531225	FBgn0031391	CG11723	chr2L	-	2145297	2147275	0.599371	9.272253	14.882545
FBgn0027509	TBCD	chr2L	+	2147518	2151664	2.138619	31.126963	53.079391	FBgn0027509	TBCD	chr2L	+	2147518	2151664	2.433504	37.646240	60.424564
FBgn0031392	AIF	chr2L	+	2151754	2155389	1.180087	17.175814	29.289135	FBgn0031392	AIF	chr2L	+	2151754	2155389	1.144671	17.708029	28.422491
FBgn0031393	CG15382	chr2L	+	2155753	2156790	0.000000	0.000000	0.000000	FBgn0031393	CG15382	chr2L	+	2155753	2156790	0.000000	0.000000	0.000000
FBgn0000097	aop	chr2L	-	2156484	2178754	1.117171	16.260092	27.727592	FBgn0000097	aop	chr2L	-	2156484	2178754	1.057015	45.127239	72.432037
FBgn0265017	lncRNA:CR43751	chr2L	+	2181962	2185495	0.0	0.0	0.0	FBgn0265017	lncRNA:CR43751	chr2L	+	2181962	2185495	0.006461	0.099951	0.160428
FBgn0266828	lncRNA:CR45290	chr2L	-	2188620	2189405	0.0	0.0	0.0	FBgn0266828	lncRNA:CR45290	chr2L	-	2188620	2189405	0.123746	1.914347	3.072647
FBgn0031395	CG10874	chr2L	-	2189914	2192386	1.045267	15.213550	25.942974	FBgn0031395	CG10874	chr2L	-	2189914	2192386	1.266526	19.699047	31.618196
FBgn0264874	asRNA:CR44065	chr2L	+	2190191	2191272	0.564135	8.210817	14.001533	FBgn0264874	asRNA:CR44065	chr2L	+	2190191	2191272	1.461439	22.608421	36.287926
FBgn0053124	CG33124	chr2L	-	2206525	2209102	0.116523	1.695958	2.892039	FBgn0053124	CG33124	chr2L	-	2206525	2209102	0.160936	2.489676	3.996084
FBgn0031397	CG15385	chr2L	-	2209574	2212571	0.056167	0.817494	1.394035	FBgn0031397	CG15385	chr2L	-	2209574	2212571	0.014042	0.217229	0.348667
FBgn0010288	Uch	chr2L	-	2212738	2214211	6.007525	91.054726	155.271484	FBgn0010288	Uch	chr2L	-	2212738	2214211	4.068562	62.940540	101.023499
FBgn0085203	CG34174	chr2L	+	2214266	2215167	0.459722	6.691117	11.410057	FBgn0085203	CG34174	chr2L	+	2214266	2215167	0.204167	3.158458	5.069522
FBgn0031398	daed	chr2L	-	2214972	2216311	0.258366	3.760440	6.412507	FBgn0031398	daed	chr2L	-	2214972	2216311	0.315175	4.875749	7.825881
FBgn0040715	CG15386	chr2L	-	2216503	2217246	0.904486	13.164525	22.448864	FBgn0040715	CG15386	chr2L	-	2216503	2217246	0.639653	9.895415	15.882757
FBgn0259717	CG42371	chr2L	-	2216503	2217246	0.904486	13.164525	22.448864	FBgn0259717	CG42371	chr2L	-	2216503	2217246	0.639653	9.895415	15.882757
FBgn0031399	mio	chr2L	+	2217290	2220625	1.458390	21.226433	36.196468	FBgn0031399	mio	chr2L	+	2217290	2220625	0.895129	13.847622	22.226295
FBgn0031401	papi	chr2L	+	2220748	2225544	0.952860	13.868593	23.649481	FBgn0031401	papi	chr2L	+	2220748	2225544	1.227077	28.169691	45.214111
FBgn0031403	CG15387	chr2L	-	2225545	2226294	1.167388	16.990984	28.973953	FBgn0031403	CG15387	chr2L	-	2225545	2226294	0.784993	12.143821	19.491589
FBgn0267378	sau	chr2L	+	2226342	2231099	3.570712	65.257164	111.280060	FBgn0267378	sau	chr2L	+	2226342	2231099	3.672727	69.340248	111.295433
FBgn0264945	asRNA:CR44114	chr2L	-	2226753	2227604	0.207851	3.025209	5.158752	FBgn0264945	asRNA:CR44114	chr2L	-	2226753	2227604	0.000000	0.000000	0.000000
FBgn0262126	Sec24CD	chr2L	-	2231106	2236844	3.296043	51.599186	87.989738	FBgn0262126	Sec24CD	chr2L	-	2231106	2236844	3.246116	50.217323	80.601936
FBgn0264946	asRNA:CR44115	chr2L	+	2236347	2237022	0.000000	0.000000	0.000000	FBgn0264946	asRNA:CR44115	chr2L	+	2236347	2237022	0.000000	0.000000	0.000000
FBgn0264979	CG4267	chr2L	+	2242378	2245274	0.401008	5.836552	9.952806	FBgn0264979	CG4267	chr2L	+	2242378	2245274	0.148946	2.304191	3.698370
FBgn0262106	lncRNA:CR42859	chr2L	+	2245230	2247383	0.000000	0.000000	0.000000	FBgn0262106	lncRNA:CR42859	chr2L	+	2245230	2247383	0.035171	0.544094	0.873305
FBgn0031412	CG16995	chr2L	+	2307948	2308872	0.000000	0.000000	0.000000	FBgn0031412	CG16995	chr2L	+	2307948	2308872	0.000000	0.000000	0.000000
FBgn0031413	CG9967	chr2L	-	2308761	2357356	0.388110	5.648826	9.632685	FBgn0031413	CG9967	chr2L	-	2308761	2357356	0.266966	4.129957	6.628838
FBgn0031414	eys	chr2L	+	2311680	2358944	0.010730	0.156172	0.266313	FBgn0031414	eys	chr2L	+	2311680	2358944	0.013088	0.202471	0.324979
FBgn0014010	Rab5	chr2L	-	2359142	2365273	3.107190	45.224224	77.118813	FBgn0014010	Rab5	chr2L	-	2359142	2365273	2.515521	38.915043	62.461067
FBgn0261647	Axud1	chr2L	+	2365345	2370137	1.027559	14.955816	25.503471	FBgn0261647	Axud1	chr2L	+	2365345	2370137	0.757063	11.711743	18.798079
FBgn0031418	CG3609	chr2L	-	2372455	2374627	4.353373	75.819534	129.291595	FBgn0031418	CG3609	chr2L	-	2372455	2374627	3.914223	71.048912	114.037933
FBgn0031419	CG15390	chr2L	+	2374713	2375697	0.119483	1.739040	2.965505	FBgn0031419	CG15390	chr2L	+	2374713	2375697	0.119483	1.848399	2.966795
FBgn0266317	asRNA:CR44982	chr2L	-	2374955	2375582	0.000000	0.000000	0.000000	FBgn0266317	asRNA:CR44982	chr2L	-	2374955	2375582	0.202186	3.127812	5.020333
FBgn0031420	Atxn7	chr2L	+	2375841	2380506	0.706855	10.288064	17.543768	FBgn0031420	Atxn7	chr2L	+	2375841	2380506	0.577695	8.936927	14.344323
FBgn0264672	Eogt	chr2L	+	2381097	2383073	0.612627	8.916604	15.205078	FBgn0264672	Eogt	chr2L	+	2381097	2383073	0.826110	12.779900	20.512535
FBgn0031422	PIG-Wa	chr2L	+	2383202	2384747	0.024782	0.360695	0.615076	FBgn0031422	PIG-Wa	chr2L	+	2383202	2384747	0.147354	2.279562	3.658840
FBgn0031428	CG9886	chr2L	+	2420830	2424647	0.078150	1.137450	1.939642	FBgn0031428	CG9886	chr2L	+	2420830	2424647	0.028974	0.448227	0.719432
FBgn0266217	lncRNA:CR44912	chr2L	-	2427050	2427881	0.0	0.0	0.0	FBgn0266217	lncRNA:CR44912	chr2L	-	2427050	2427881	0.088942	1.375930	2.208454
FBgn0000490	dpp	chr2L	+	2428372	2459823	0.068825	1.001727	1.708200	FBgn0000490	dpp	chr2L	+	2428372	2459823	0.136951	2.118628	3.400530
FBgn0264978	Slh	chr2L	-	2488197	2492671	1.089100	15.851526	27.030886	FBgn0264978	Slh	chr2L	-	2488197	2492671	1.068009	16.522070	26.518951
FBgn0011818	oaf	chr2L	+	2492955	2498846	0.780019	11.352944	19.359659	FBgn0011818	oaf	chr2L	+	2492955	2498846	0.704623	10.900498	17.495979
FBgn0031432	Cyp309a1	chr2L	-	2562483	2564830	0.0	0.0	0.0	FBgn0031432	Cyp309a1	chr2L	-	2562483	2564830	0.037056	0.573255	0.920111
FBgn0041337	Cyp309a2	chr2L	-	2564886	2573037	0.000000	0.000000	0.000000	FBgn0041337	Cyp309a2	chr2L	-	2564886	2573037	0.000000	0.000000	0.000000
FBgn0026778	Rad1	chr2L	-	2573436	2575052	0.198787	2.893286	4.933788	FBgn0026778	Rad1	chr2L	-	2573436	2575052	0.392857	6.077487	9.754745
FBgn0085343	Sws1	chr2L	-	2573436	2575052	0.198787	2.893286	4.933788	FBgn0085343	Sws1	chr2L	-	2573436	2575052	0.392857	6.077487	9.754745
FBgn0031434	insv	chr2L	-	2575280	2576997	0.119105	1.733538	2.956123	FBgn0031434	insv	chr2L	-	2575280	2576997	0.044740	0.692127	1.110906
FBgn0031435	Elba2	chr2L	+	2577687	2579179	0.099129	1.442793	2.460329	FBgn0031435	Elba2	chr2L	+	2577687	2579179	0.074347	1.150146	1.846056
FBgn0031436	ND-B17.2	chr2L	-	2579201	2580172	2.652115	45.562550	77.695740	FBgn0031436	ND-B17.2	chr2L	-	2579201	2580172	4.608459	71.292732	114.429283
FBgn0031437	Arpc5	chr2L	+	2580292	2581423	5.000000	72.773514	124.097351	FBgn0031437	Arpc5	chr2L	+	2580292	2581423	3.764486	60.572754	97.223045
FBgn0026479	Drp1	chr2L	-	2581281	2585430	2.687936	39.122108	66.713150	FBgn0026479	Drp1	chr2L	-	2581281	2585430	3.137727	48.540550	77.910606
FBgn0051690	CG31690	chr2L	+	2677734	2719431	0.0	0.0	0.0	FBgn0051690	CG31690	chr2L	+	2677734	2719431	0.011392	0.176234	0.282866
FBgn0031446	Trf5	chr2L	-	2695330	2696437	0.0	0.0	0.0	FBgn0031446	Trf5	chr2L	-	2695330	2696437	0.000000	0.000000	0.000000
FBgn0031449	CG31689	chr2L	+	2725674	2739830	1.267167	18.443237	31.450415	FBgn0031449	CG31689	chr2L	+	2725674	2739830	0.582653	9.013626	14.467432
FBgn0263564	mir-4914	chr2L	+	2737568	2737661	0.000000	0.000000	0.000000	FBgn0263564	mir-4914	chr2L	+	2737568	2737661	0.000000	0.000000	0.000000
FBgn0031450	Hrs	chr2L	+	2739986	2743377	2.844230	41.396919	70.592285	FBgn0031450	Hrs	chr2L	+	2739986	2743377	2.586579	40.014309	64.225456
FBgn0031451	CG9961	chr2L	-	2743375	2744934	0.000000	0.000000	0.000000	FBgn0031451	CG9961	chr2L	-	2743375	2744934	0.025694	0.397485	0.637989
FBgn0031452	Cwc25	chr2L	+	2745098	2746944	1.271098	18.500452	31.547979	FBgn0031452	Cwc25	chr2L	+	2745098	2746944	1.084837	16.782398	26.936796
FBgn0250906	Pgk	chr2L	-	2746880	2753068	5.134469	106.040817	180.826569	FBgn0250906	Pgk	chr2L	-	2746880	2753068	6.245489	136.370392	218.882950
FBgn0031453	Bacc	chr2L	+	2752445	2757975	3.095291	90.631111	154.549103	FBgn0031453	Bacc	chr2L	+	2752445	2757975	2.398823	37.109726	59.563423
FBgn0265997	lncRNA:CR44772	chr2L	-	2757940	2758176	0.000000	0.000000	0.000000	FBgn0265997	lncRNA:CR44772	chr2L	-	2757940	2758176	0.000000	0.000000	0.000000
FBgn0031455	Snapin	chr2L	-	2758427	2759677	1.097522	15.974107	27.239916	FBgn0031455	Snapin	chr2L	-	2758427	2759677	1.557154	24.089130	38.664555
FBgn0031454	HemK2	chr2L	-	2758427	2759677	1.097522	15.974107	27.239916	FBgn0031454	HemK2	chr2L	-	2758427	2759677	1.557154	24.089130	38.664555
FBgn0031456	Tnpo-SR	chr2L	+	2759924	2763889	0.556376	8.097887	13.808958	FBgn0031456	Tnpo-SR	chr2L	+	2759924	2763889	0.531300	8.219196	13.192323
FBgn0031457	Snx21	chr2L	-	2763416	2765665	1.098820	15.992997	27.272131	FBgn0031457	Snx21	chr2L	-	2763416	2765665	1.357915	29.414436	47.212002
FBgn0031458	aph-1	chr2L	+	2766233	2767281	3.358586	50.478718	86.079063	FBgn0031458	aph-1	chr2L	+	2766233	2767281	3.382828	52.332256	83.996536
FBgn0026324	Taf10b	chr2L	-	2767286	2767845	1.848214	26.900206	45.871693	FBgn0026324	Taf10b	chr2L	-	2767286	2767845	1.783929	27.597332	44.295441
FBgn0028398	Taf10	chr2L	+	2767890	2768612	1.509036	21.963568	37.453476	FBgn0028398	Taf10	chr2L	+	2767890	2768612	1.998494	30.916649	49.623146
FBgn0019830	colt	chr2L	-	2768590	2770069	2.103378	31.268999	53.321606	FBgn0019830	colt	chr2L	-	2768590	2770069	2.169595	34.281631	55.024151
FBgn0031459	HINT1	chr2L	+	2770135	2770904	8.232722	140.585419	239.733902	FBgn0031459	HINT1	chr2L	+	2770135	2770904	9.176305	166.917145	267.912445
FBgn0031460	CG15399	chr2L	-	2770884	2771776	0.310680	4.521855	7.710913	FBgn0031460	CG15399	chr2L	-	2770884	2771776	0.358010	5.538404	8.889485
FBgn0004242	Syt1	chr2L	-	2772327	2799979	0.000000	0.000000	0.000000	FBgn0004242	Syt1	chr2L	-	2772327	2799979	0.000000	0.000000	0.000000
FBgn0264369	lncRNA:CR43821	chr2L	+	2797832	2798321	0.000006	0.000087	0.000149	FBgn0264369	lncRNA:CR43821	chr2L	+	2797832	2798321	0.000003	0.000046	0.000074
FBgn0031461	daw	chr2L	+	2805261	2812376	0.666127	9.695281	16.532919	FBgn0031461	daw	chr2L	+	2805261	2812376	0.863538	13.358910	21.441881
FBgn0031470	CG18557	chr2L	-	2844601	2845734	0.412861	6.009069	10.246991	FBgn0031470	CG18557	chr2L	-	2844601	2845734	0.516309	7.987287	12.820093
FBgn0031471	CG3117	chr2L	-	2845926	2847212	0.060805	0.884999	1.509148	FBgn0031471	CG3117	chr2L	-	2845926	2847212	0.030403	0.470334	0.754915
FBgn0031472	CG2983	chr2L	+	2847632	2848997	0.0	0.0	0.0	FBgn0031472	CG2983	chr2L	+	2847632	2848997	0.000000	0.000000	0.000000
FBgn0031473	CG3104	chr2L	-	2848989	2855778	0.0	0.0	0.0	FBgn0031473	CG3104	chr2L	-	2848989	2855778	0.013219	0.204498	0.328231
FBgn0015521	RpS21	chr2L	+	2856070	2857029	80.456055	1988.079346	3390.181152	FBgn0015521	RpS21	chr2L	+	2856070	2857029	87.573631	2301.734619	3694.427734
FBgn0031474	CG2991	chr2L	+	2857164	2868548	2.825181	64.724792	110.372238	FBgn0031474	CG2991	chr2L	+	2857164	2868548	2.175544	62.516048	100.342155
FBgn0051694	CG31694	chr2L	-	2868627	2874489	3.496400	50.889061	86.778801	FBgn0051694	CG31694	chr2L	-	2868627	2874489	3.364911	52.055084	83.551651
FBgn0031476	CG8813	chr2L	+	2869652	2870649	0.000000	0.000000	0.000000	FBgn0031476	CG8813	chr2L	+	2869652	2870649	0.000000	0.000000	0.000000
FBgn0031478	CG8814	chr2L	+	2874890	2877168	1.154062	16.797029	28.643208	FBgn0031478	CG8814	chr2L	+	2874890	2877168	1.149020	17.775307	28.530478
FBgn0031479	Prx6005	chr2L	-	2877091	2878232	1.420441	20.674097	35.254593	FBgn0031479	Prx6005	chr2L	-	2877091	2878232	1.371661	21.219557	34.058712
FBgn0051950	Sbat	chr2L	+	2878344	2879001	0.337386	6.703619	11.431376	FBgn0051950	Sbat	chr2L	+	2878344	2879001	1.118541	23.622200	37.915104
FBgn0028970	betaggt-II	chr2L	+	2879112	2880708	1.246336	18.140049	30.933399	FBgn0028970	betaggt-II	chr2L	+	2879112	2880708	1.078158	16.679075	26.770954
FBgn0024947	NTPase	chr2L	-	2880704	2885850	5.238044	99.283768	169.304077	FBgn0024947	NTPase	chr2L	-	2880704	2885850	5.090292	104.122665	167.123367
FBgn0041111	lilli	chr2L	+	2885929	2954406	0.426354	6.205455	10.581881	FBgn0041111	lilli	chr2L	+	2885929	2954406	0.315946	4.887676	7.845025
FBgn0010263	Rbp9	chr2L	+	2954762	2968434	0.000000	0.000000	0.000000	FBgn0010263	Rbp9	chr2L	+	2954762	2968434	0.000000	0.000000	0.000000
FBgn0024920	Ts	chr2L	-	2968293	2969638	5.260773	90.723442	154.706558	FBgn0024920	Ts	chr2L	-	2968293	2969638	5.139673	94.208870	151.211105
FBgn0004584	Rrp1	chr2L	-	2969773	2972508	2.507644	36.498009	62.238396	FBgn0004584	Rrp1	chr2L	-	2969773	2972508	4.057624	64.365898	103.311279
FBgn0260639	gammaTub23C	chr2L	+	2972891	2974858	2.364865	34.419907	58.694698	FBgn0260639	gammaTub23C	chr2L	+	2972891	2974858	2.411351	37.303535	59.874496
FBgn0031483	CG9641	chr2L	-	2974859	2976862	1.566477	22.799604	38.879131	FBgn0031483	CG9641	chr2L	-	2974859	2976862	1.616141	25.001656	40.129219
FBgn0031484	CG3165	chr2L	+	2977122	2978500	1.493575	21.738541	37.069740	FBgn0031484	CG3165	chr2L	+	2977122	2978500	1.533636	23.874592	38.320210
FBgn0031485	CG9643	chr2L	-	2978411	2979288	1.197039	20.048477	34.187756	FBgn0031485	CG9643	chr2L	-	2978411	2979288	1.593394	28.171085	45.216343
FBgn0250786	Chd1	chr2L	-	2979562	2987723	2.323077	33.811691	57.657543	FBgn0250786	Chd1	chr2L	-	2979562	2987723	1.779589	27.530195	44.187675
FBgn0025109	Bem46	chr2L	+	2988116	2990075	0.604094	8.792409	14.993294	FBgn0025109	Bem46	chr2L	+	2988116	2990075	1.532164	23.702536	38.044048
